,Review,Sentiment
7108,Super! NiceREAD MORE,Positive
7109,Highly recommended goodREAD MORE,Neutral
7110,Worth every penny goodREAD MORE,Neutral
7111,Must buy! Good one in the pack one or two are not having the correct flightREAD MORE,Positive
7112,Terrible product good one. neat packaing..fast deliveryREAD MORE,Positive
7113,Awesome Magnificent ProductsREAD MORE,Positive
7114,Simply awesome After buying with multiple buyers this time found genuine shuttle thanks a lot to flipkartREAD MORE,Positive
7115,Pretty good gd product.. value for moneyREAD MORE,Positive
7116,Mind-blowing purchase price are less than delerREAD MORE,Positive
7117,Nice product good for regular usage in indoorREAD MORE,Positive
7118,Value-for-money goodREAD MORE,Positive
7119,Brilliant nice oneREAD MORE,Positive
7120,Wonderful very good productREAD MORE,Positive
7121,Terrific superREAD MORE,Positive
7122,Terrific product was not goodREAD MORE,Negative
7123,Moderate The quality is so good. We are professional but still it lasts for long time.READ MORE,Positive
7124,Pretty good best quality in low priseREAD MORE,Positive
7125,Useless product thanks flipkartREAD MORE,Positive
7126,Excellent highly worthREAD MORE,Positive
7127,Worth every penny I used 5 out of 6shuttles ... I felt goodREAD MORE,Positive
7128,Just okay vry gud product n delivery superbREAD MORE,Positive
7129,Super! its good productREAD MORE,Positive
7130,Don't waste your money very goodREAD MORE,Positive
7131,Fair good shuttleREAD MORE,Positive
7132,Great product niceREAD MORE,Positive
7133,Delightful Bad productREAD MORE,Negative
7134,Nice product GoodREAD MORE,Positive
7135,Really Nice worst shuttle waste of moneyREAD MORE,Negative
7136,Thank ExcellentREAD MORE,Positive
7137,Classy product It really goodREAD MORE,Positive
7138,Fabulous! it's okREAD MORE,Neutral
7139,Must buy! satisfiedREAD MORE,Positive
7140,Brilliant Poor qualityREAD MORE,Negative
7141,Awesome goodREAD MORE,Neutral
7142,"Must buy! I am sorry for returned product which you sent to me,without seeing inside,you already sent one box,please send the remaining 3 boxesREAD MORE",Positive
7143,Super! ThanksREAD MORE,Positive
7144,Super..... Good but. Old stock productsREAD MORE,Positive
7145,Awesome GoodREAD MORE,Positive
7146,Not good GoodREAD MORE,Positive
7147,Excellent good quality thank you FlipkartREAD MORE,Positive
7148,Excellent these shuttles are as good as feather shuttle in flight and life is good as wellREAD MORE,Positive
7149,Brilliant very good product....READ MORE,Positive
7150,"Very Good Express delivery,. good keep it upREAD MORE",Positive
7151,Good quality product Good productlife is better and well balanced..speed is also good..shuttle is it is what I'm aspecting..READ MORE,Positive
7152,Very Good good qualityREAD MORE,Positive
7153,Highly recommended nice for people who paly regularly massive shots last long and goofREAD MORE,Positive
7154,Perfect product! Good qualityREAD MORE,Positive
7155,Delightful goodREAD MORE,Positive
7156,Just wow! Not genuine but ok for intermediate playersREAD MORE,Negative
7157,Terrific purchase thanksREAD MORE,Positive
7158,Don't waste your money this product was very good . quality is very good .but delivery was too lateREAD MORE,Positive
7159,Awesome Good I  am going to try and get a few things in this cartREAD MORE,Positive
7160,Great product good productREAD MORE,Positive
7161,Worth every penny goodqualityREAD MORE,Positive
7162,Wonderful Good.READ MORE,Positive
7163,Best in the market! Good product and Fast delivery.I like FlipkartREAD MORE,Positive
7164,Fair Nice productREAD MORE,Positive
7165,Wonderful Good product to haveREAD MORE,Positive
7166,Great product goodREAD MORE,Positive
7167,Great product bestREAD MORE,Positive
7168,Must buy! Don't buyREAD MORE,Negative
7169,Simply awesome original product delivered by sallerREAD MORE,Positive
7170,Great product Nice and goodREAD MORE,Positive
7171,Mind-blowing purchase yonex mavis 350 goodREAD MORE,Positive
7172,Terrific goodREAD MORE,Positive
7173,Highly recommended very good product and nice sellerREAD MORE,Positive
7174,Great product quality not so gudREAD MORE,Neutral
7175,Good quality product Really good product..but all shuttles are not of same qualityREAD MORE,Positive
7176,"Value-for-money great shuttle, durable & perfect balanced...READ MORE",Positive
7177,Classy product 350yonex bestREAD MORE,Positive
7178,Just wow! Must buyREAD MORE,Positive
7179,Unsatisfactory Good product.. All good.READ MORE,Positive
7180,Classy product very gd productsREAD MORE,Positive
7181,Just wow! Original ProductsREAD MORE,Positive
7182,Very Good Good one as expected.READ MORE,Positive
7183,Great product NiceREAD MORE,Positive
7184,Excellent As usual Great. On-time delivery.READ MORE,Positive
7185,Good choice goodREAD MORE,Positive
7186,Good thank you .... Nice productREAD MORE,Positive
7187,Best in the market! Good quality...READ MORE,Positive
7188,Good quality product Wonderful product!!READ MORE,Positive
7189,Pretty good I was sent with a broken seal box and used shuttles.. very disappointed.READ MORE,Negative
7190,Worth it orginal. i am satisfiedREAD MORE,Positive
7191,Value-for-money Nice and original productREAD MORE,Positive
7192,Mind-blowing purchase GdREAD MORE,Positive
7193,Just wow! Nice 350READ MORE,Positive
7194,Simply awesome Good priceREAD MORE,Positive
7195,Mind-blowing purchase good quality with reasonable priceREAD MORE,Positive
7196,Awesome I have received it in time. But doubtful if its original or notREAD MORE,Neutral
7197,Good quality product best shuttle for middle class people :DREAD MORE,Positive
7198,Excellent GoodREAD MORE,Positive
7199,"Good Good Product , Value for money.READ MORE",Positive
7200,Good quality product Awsm product. Shuttles are very strong love to play with it.READ MORE,Positive
7201,"Worth every penny Good product , bought this product many times but sometimes I can clearly see the product to product variationREAD MORE",Positive
7202,Best in the market! good productREAD MORE,Positive
7203,Best shuttle to play goodREAD MORE,Positive
7204,Just wow! very good and fresh stockREAD MORE,Positive
7205,Just wow! genuine productREAD MORE,Positive
7206,Classy product Good packing and orginal yonex product..READ MORE,Positive
7207,Perfect product! good productREAD MORE,Positive
7208,Good quality product perfect for outdoor tooREAD MORE,Positive
7209,Worth every penny Shuttle is fastREAD MORE,Positive
7210,Awesome Good product . but delay in delivery.READ MORE,Positive
7211,Perfect product! Nice ProductREAD MORE,Positive
7212,Pretty good A better rate than in open market.READ MORE,Positive
7213,Must buy! For outdoor it is best good for playing matches with friendsREAD MORE,Positive
7214,Good GoodREAD MORE,Positive
7215,Terrific very nice productsREAD MORE,Positive
7216,Very Good superb....READ MORE,Positive
7217,Really Nice AwesomeREAD MORE,Positive
7218,Highly recommended Quick delivery Well doneREAD MORE,Positive
7219,Best in the market! Good genuine productREAD MORE,Positive
7220,"Worth every penny Nice, good, fast delivery, low priceREAD MORE",Positive
7221,Just wow! so niceREAD MORE,Positive
7222,Just wow! GoodREAD MORE,Positive
7223,Classy product Excellent quality...as expected!READ MORE,Positive
7224,Great product not up to the markREAD MORE,Neutral
7225,Really Nice produt is good but delivery is very very bad......shameREAD MORE,Positive
7226,Really Nice Nice productREAD MORE,Positive
7227,Very Good good oneREAD MORE,Positive
7228,Brilliant Good and best priceREAD MORE,Positive
7229,Fabulous! Very very goodREAD MORE,Positive
7230,Perfect product! well made shuttles. may last 2 months eachREAD MORE,Positive
7231,Classy product genuine product and quality is good. Thanks FlipkartREAD MORE,Positive
7232,"Awesome Yonex Mavish 350 with Green Cap Nylon Shuttle is fit not only for a beginner but also for a good player of Badminton. Go for it, it will not disappoint you.READ MORE",Positive
7233,Could be way better goodREAD MORE,Positive
7234,"Did not meet expectations best quality. quality products, quick delivery, very happy.READ MORE",Positive
7235,Classy product Good oneREAD MORE,Positive
7236,Terrific purchase price is highREAD MORE,Positive
7237,"Good package was perfectly packed, but in transition got slight damage in outer box onlyREAD MORE",Positive
7238,Worth every penny Superb quality..got my money's worth...thank you!READ MORE,Positive
7239,Just wow! totally satisfied with the productREAD MORE,Positive
7240,Good choice it's goodREAD MORE,Positive
7241,Simply awesome niceREAD MORE,Positive
7242,Mind-blowing purchase No worries.Good packing.Didnt face any issue with the product.READ MORE,Positive
7243,Perfect product! very bad shuttle and heavy weightREAD MORE,Negative
7244,Good product Get open box.. shuttle .uumm.. ok..i know this 350 mavis is ausam..but when start game this shuttle is BUBBLING.. All shuttles BUBBLING.. MEAN TO SAY DIRECTIVE PCSREAD MORE,Negative
7245,Terrific Right choice for outdoor gameREAD MORE,Positive
7246,Genuine Product Very nice packed and fast delivery good filpkartREAD MORE,Positive
7247,Great product niceREAD MORE,Neutral
7248,Just okay good productREAD MORE,Positive
7249,Fair excellent...READ MORE,Positive
7250,Awesome Quality is goodREAD MORE,Positive
7251,"Good Cheked with sunrise, genuine product.READ MORE",Positive
7252,Excellent Delivered before time. Very good deal. Awaiting such more deals.READ MORE,Positive
7253,Worth the money oxREAD MORE,Positive
7254,Must buy! They r goodREAD MORE,Positive
7255,Pretty good Very good qualityREAD MORE,Positive
7256,Does the job Genuine product.READ MORE,Positive
7257,Perfect product! Super Fast delivery and also best quality shuttlecocksREAD MORE,Positive
7258,Perfect product! midium  qualityREAD MORE,Neutral
7259,Delightful goodREAD MORE,Neutral
7260,Just okay It is a brilliant productREAD MORE,Positive
7261,Terrific the shuttles are not good and the quality is also not goodREAD MORE,Neutral
7262,Best Price.. Good oneREAD MORE,Positive
7263,Terrific goodREAD MORE,Positive
7264,Nice product original qualityREAD MORE,Positive
7265,Hated it! Long lasting. Better performanceREAD MORE,Positive
7266,Super! This product are breakableREAD MORE,Negative
7267,Terrific goodREAD MORE,Positive
7268,"Just wow! Must say, these are the nicest shuttles for the price I paid. Long lasting.READ MORE",Positive
7269,Good quality product GoodREAD MORE,Positive
7270,Classy product Good productREAD MORE,Neutral
7271,Brilliant awesome!!READ MORE,Positive
7272,Very Good These are Good For Who can't afford FeathersREAD MORE,Positive
7273,Wonderful Value for moneyREAD MORE,Positive
7274,Classy product GoodREAD MORE,Positive
7275,Super! Worst product ever purchased till now.hard lower part of the shutttles (4) is not fixed properly. Only the ist shuttle in the box is of proper quality rest are very bad in quality.READ MORE,Negative
7276,Highly recommended It was Genuine Yonex I confirmed it on website The Plastic quality is soft and The Base Crock is less poursREAD MORE,Positive
7277,Very poor Great productREAD MORE,Positive
7278,Worth the money excellent for practice...!READ MORE,Positive
7279,Excellent Nice product and durabilityREAD MORE,Positive
7280,Worthless Genuine product. Very fine quality.READ MORE,Positive
7281,Nice product with great delivery good  as expectedREAD MORE,Positive
7282,Wonderful value for moneyREAD MORE,Positive
7283,Simply awesome Awesome! and Excellent packaging for delicate item. Full marks to flipkart :)READ MORE,Positive
7284,Value-for-money Very cheap nd good shuttleREAD MORE,Positive
7285,Good product at reasonable prices. good qualityREAD MORE,Positive
7286,Really Nice Nice product..seems originalREAD MORE,Positive
7287,Excellent quality is not upto the markREAD MORE,Negative
7288,Worth every penny good shuttle....worth the moneyREAD MORE,Positive
7289,Classy product SuperREAD MORE,Positive
7290,Great product Worst qualityREAD MORE,Negative
7291,Very Good Love Flipkart for wonderful offer and the delivery was great without damaging the delicate itemREAD MORE,Positive
7292,Simply awesome It's goodREAD MORE,Positive
7293,Excellent good productREAD MORE,Positive
7294,Good quality product Good quality...READ MORE,Positive
7295,Horrible Thanks to seller and Flipkart. Fast delivery. behaviour of delivery boy was good. thanksREAD MORE,Positive
7296,Highly recommended hoodREAD MORE,Positive
7297,Best in the market! good product superbREAD MORE,Positive
7298,Original good product and timly deliverREAD MORE,Positive
7299,Perfect product! super fast delivery by Flipkart. simply awesomeREAD MORE,Positive
7300,Classy product AwesomeREAD MORE,Positive
7301,Nice product good  productREAD MORE,Positive
7302,Super! ExcellentREAD MORE,Positive
7303,Pretty good goodREAD MORE,Positive
7304,"Good quality product quick delivery, and quality is goodREAD MORE",Positive
7305,Really Nice Not nice brake very fastREAD MORE,Negative
7306,Pretty good very goodREAD MORE,Positive
7307,Delightful GoodREAD MORE,Positive
7308,Good quality product Nice product.READ MORE,Positive
7309,Wonderful very niceREAD MORE,Positive
7310,Classy product awesomeREAD MORE,Positive
7311,Simply awesome Good ..Lasts couple of matchesREAD MORE,Positive
7312,Mind-blowing purchase Nice product in best priceREAD MORE,Positive
7313,"Good choice no comments, now a days shuttle quality is less only they doing it for business purposesREAD MORE",Positive
7314,Does the job good but price increasedREAD MORE,Positive
7315,Pretty good Useful Product...  Worth for MoneyREAD MORE,Positive
7316,Delightful Good product.The only issue with the shuttles is that the cork of the shuttle goes off while the upper part remains ok at that moment. We used a transparent tape around the green strip on the new shuttle to mitigate the issue.Thanks.READ MORE,Positive
7317,Horrible NiceREAD MORE,Positive
7318,Classy product Good qualityREAD MORE,Positive
7319,Just wow! awesome product with discountREAD MORE,Positive
7320,Does the job Shuttles are fine like normal ones and delivered on timeREAD MORE,Positive
7321,Awesome amazing cashback from phonepe.READ MORE,Positive
7322,Worst experience ever! best qualityREAD MORE,Positive
7323,Nice I ordered it for 709 and next day it was available for 669.READ MORE,Positive
7324,"Terrific purchase Having 6 shuttles in the box,but all are not having the same quality what i felt when i am using it.READ MORE",Neutral
7325,Decent product Nice prodectREAD MORE,Positive
7326,Brilliant Very good on dry weatherREAD MORE,Positive
7327,Pretty good This product is pirated and now a days we are getting lot of pirated products from Flipkart so be aware of this...READ MORE,Negative
7328,Perfect product! awesome Flipkart gives always value money it is oneREAD MORE,Positive
7329,Good choice Best productREAD MORE,Positive
7330,Super! Good not betterREAD MORE,Neutral
7331,Very poor Nice 1READ MORE,Positive
7332,Good choice these are not  slow shuttles. It is medium or fast. slow and medium shuttles are mixed. Very Bad.READ MORE,Negative
7333,Classy product sublimate itemsREAD MORE,Neutral
7334,Worthless awesomeREAD MORE,Positive
7335,Unsatisfactory goodREAD MORE,Neutral
7336,Very poor nice dealREAD MORE,Positive
7337,Decent product Good product..  Nice quality....READ MORE,Neutral
7338,Wonderful NicREAD MORE,Positive
7339,Very Good Good product thanksREAD MORE,Positive
7340,Terrific purchase NiceREAD MORE,Positive
7341,Just wow! UselessREAD MORE,Negative
7342,Awesome It's goodREAD MORE,Positive
7343,Terrific purchase best productREAD MORE,Positive
7344,"Just wow! Shuttle base is very poor, Recent shuttles comes with porous wood which gets withered away in a few days.READ MORE",Negative
7345,"Classy product very bad,don't buy....READ MORE",Negative
7346,Nice product Quality is not goodREAD MORE,Negative
7347,Good quality product Once qualityREAD MORE,Neutral
7348,Perfect product! Good one .but not the same weight ..from the one we get from shop..but lasts.moreREAD MORE,Positive
7349,Slightly disappointed Good very lastingREAD MORE,Positive
7350,Pretty good Good product. Long lasting.READ MORE,Positive
7351,Does the job supper productREAD MORE,Positive
7352,Not good awesome productREAD MORE,Positive
7353,Mind-blowing purchase GoodREAD MORE,Positive
7354,Perfect product! Very good productREAD MORE,Positive
7355,Value-for-money The quality of the shuttles were really good and each one lasts a week. I am really happy that i got a original yonex product because fake shuttles have become very common todayREAD MORE,Positive
7356,Must buy! Gd product...READ MORE,Positive
7357,Excellent nice productREAD MORE,Positive
7358,Best in the market! superREAD MORE,Positive
7359,Worth every penny Poor quality shuttle breaks in single dayREAD MORE,Negative
7360,Best in class goodREAD MORE,Positive
7361,Excellent good  qualityREAD MORE,Neutral
7362,Simply awesome and too good compared to price it's not good qualityREAD MORE,Negative
7363,Perfect product! Nice product and speed delivered....READ MORE,Positive
7364,Hated it! goodREAD MORE,Positive
7365,Yones mavis 350 NiceREAD MORE,Positive
7366,Worthless Nice one!!!READ MORE,Positive
7367,Great product good excellent performance.READ MORE,Positive
7368,Nice product Awesome productREAD MORE,Positive
7369,Not good It's goodREAD MORE,Positive
7370,Good choice Best shuttle for intermediate level..READ MORE,Positive
7371,Terrific purchase Nice productREAD MORE,Positive
7372,Useless product Superb product in this price. Really all shuttles are good . Too good in this price.READ MORE,Positive
7373,Nice product Great product with very good priceREAD MORE,Positive
7374,Worth the money Very poorREAD MORE,Negative
7375,Expected a better product Good product...lasts two days of powerful gamesREAD MORE,Positive
7376,Unsatisfactory Good quality but high rateREAD MORE,Negative
7377,Good Great value for money deal...on time delivery and cheapest in the marketREAD MORE,Positive
7378,Good choice Very niceREAD MORE,Positive
7379,Terrific Good productREAD MORE,Negative
7380,Great product fineREAD MORE,Positive
7381,"Awesome Checked the product on the official site. It is genuine. I am more pleased by the quick delivery, within 2 days. Excellent service.READ MORE",Positive
7382,Classy product Looks not genuineREAD MORE,Negative
7383,Highly recommended Good one👌READ MORE,Positive
7384,Worth every penny niceREAD MORE,Positive
7385,Very Good The head of the shuttle usually break after a few matches.READ MORE,Negative
7386,Not recommended at all Worst shuttle by flipkart servicesREAD MORE,Negative
7387,Just wow! EverythingREAD MORE,Positive
7388,Perfect product! GoodREAD MORE,Positive
7389,Best in the market! thanksREAD MORE,Positive
7390,"Value-for-money Amazingly quick delivery, didn't even take 12 hoursREAD MORE",Positive
7391,Excellent Good quality shuttle with a long lasting quality.READ MORE,Positive
7392,Excellent Excellent condition and productREAD MORE,Positive
7393,Good quality product Original shuttles.READ MORE,Positive
7394,Lasting excellent shuttle.READ MORE,Positive
7395,Best in the market! Superb for regular practice. Good accuracy and appropriate weight.READ MORE,Positive
7396,Good Quality not acceptableREAD MORE,Negative
7397,Highly recommended Super productREAD MORE,Positive
7398,Perfect product! Excellent productREAD MORE,Positive
7399,Good choice In nylon shuttle s 350 or 300 are ok bestREAD MORE,Positive
7400,Best in the market! very good qualityREAD MORE,Positive
7401,Must buy! This is durable shettleREAD MORE,Positive
7402,Nice product SuperREAD MORE,Positive
7403,"Really Nice The only reason I bought it online was beaucse if the price. Quality is good as any mavis 350 shuttles. If you find within 700 Rs, go for itREAD MORE",Positive
7404,Decent product Good one and lastingREAD MORE,Positive
7405,Highly recommended very nice product marvis 350.READ MORE,Positive
7406,Wonderful DurableREAD MORE,Positive
7407,Wonderful it's awesomeREAD MORE,Positive
7408,Wonderful NiceREAD MORE,Positive
7409,Very Good Gud product.. Thank you flipkart.. 👍READ MORE,Positive
7410,Great product I use it everyday for 1 hour and it last for 1 weekREAD MORE,Positive
7411,Fair NYC productREAD MORE,Positive
7412,Best in the market! good prdtREAD MORE,Positive
7413,Worth the money Wrost itemREAD MORE,Positive
7414,Just okay It is a okay product. The cork at the bottom wears out soon and the top part gets torn too soon. Have doubts whether it is originalREAD MORE,Neutral
7415,Unsatisfactory 100 percent original shuttles from flipkart at very good price.READ MORE,Positive
7416,Really Nice FentasticREAD MORE,Positive
7417,Just wow! UltimateREAD MORE,Positive
7418,Worth every penny FantasticREAD MORE,Positive
7419,Best in the market! Good qualityREAD MORE,Positive
7420,Good choice Good one and original.READ MORE,Positive
7421,Very Good Not good for good playersREAD MORE,Negative
7422,Decent product Good  quality .READ MORE,Positive
7423,Terrific purchase Shuttle is good overall.READ MORE,Positive
7424,Just wow! Hmmm.. GoodREAD MORE,Positive
7425,Nice Not goodREAD MORE,Negative
7426,Highly recommended Great product... I'm extremely happy with the product... A great buy indeed...READ MORE,Positive
7427,Perfect product! GoodREAD MORE,Positive
7428,"Perfect product! One of the best shuttle for intermediate players, slow and steady.READ MORE",Positive
7429,Classy product I have bought it twice and it is really cool. Worth buying online. Especially when there is offerREAD MORE,Positive
7430,Nice product Average quality of shuttlesREAD MORE,Positive
7431,Bad quality FineREAD MORE,Positive
7432,Just wow! Product not delivered ontimeREAD MORE,Neutral
7433,Value-for-money i am happyREAD MORE,Positive
7434,Wonderful GoodREAD MORE,Positive
7435,Yonex Flipkart service is good but the product quality is not good it is damaging at the bottomREAD MORE,Neutral
7436,Worth every penny GoodREAD MORE,Positive
7437,Wonderful It's very goodREAD MORE,Positive
7438,Pretty good Gud productFast deliveryBest price 710READ MORE,Positive
7439,Horrible Good productREAD MORE,Positive
7440,Horrible Good buy!!READ MORE,Positive
7441,Perfect product! I am all ways buying this shuttle from this seller only and I am all ways getting  good product but this time I got two defective shuttle in  which base was cracked and delivery time was also very much it had take near by one week(8days) to deliver .READ MORE,Negative
7442,Excellent Mavis 350 best for out door playIt is durable can play 40 gamesREAD MORE,Positive
7443,Slightly disappointed GoodREAD MORE,Positive
7444,Simply awesome its coolREAD MORE,Positive
7445,Perfect product! ExcellentREAD MORE,Positive
7446,Delightful Good shuttleREAD MORE,Positive
7447,Decent product NiceREAD MORE,Positive
7448,Worthless These are bestREAD MORE,Positive
7449,Worth every penny this is nonsense product . He cheated meREAD MORE,Negative
7450,Really Nice very fastREAD MORE,Negative
7451,Classy product Nice productREAD MORE,Positive
7452,Highly recommended superREAD MORE,Positive
7453,Worth the money Not of good quality..READ MORE,Negative
7454,Super! Economic sir please very good very economic everybody go for it niceREAD MORE,Positive
7455,Highly recommended Good productREAD MORE,Positive
7456,Classy product Good oneREAD MORE,Positive
7457,Awesome Good one to buyREAD MORE,Neutral
7458,Highly recommended BadREAD MORE,Negative
7459,Brilliant ExcellentREAD MORE,Positive
7460,Nice Nothing to comment on product. But the package was not that greatREAD MORE,Positive
7461,Highly recommended goodREAD MORE,Positive
7462,Very Good Awesome item for this price. We play on hard surface in our housing society.... We hit a lot of smashes.... We can play with 1 shuttlecock for 4 days maximum.READ MORE,Positive
7463,Not recommended at all a good onewe played continuously 15 daysvalue of moneysatisfied with this productREAD MORE,Positive
7464,Best in the market! Suppar prodectREAD MORE,Positive
7465,Classy product GoodREAD MORE,Positive
7466,"Terrific This one was not seems to be original, flight and speed variation was there compared to the original .READ MORE",Positive
7467,Brilliant Good quality.... Good flight... Last for 4or 5 games with same flight and speed..READ MORE,Positive
7468,Terrific SuperrREAD MORE,Positive
7469,Wonderful GoodREAD MORE,Positive
7470,Really Nice Good quality but  the shuttlecock got destroyed in an weekREAD MORE,Neutral
7471,Just wow! Nice qualityREAD MORE,Positive
7472,Value-for-money GoodREAD MORE,Positive
7473,Terrific It sucks I've got 6/6 shuttles Worthless piece of junkREAD MORE,Negative
7474,Wonderful Its very niceI book anythingREAD MORE,Positive
7475,"Pretty good It a nice one  No wastage of money , right utilization of moneyREAD MORE",Positive
7476,Great product ExcellentREAD MORE,Positive
7477,Nice product The packing is very good and the rate is moderateREAD MORE,Positive
7478,Nice product GoodREAD MORE,Positive
7479,Wonderful Original.READ MORE,Positive
7480,Delightful Ya goodREAD MORE,Positive
7481,Perfect product! Gud qualityREAD MORE,Positive
7482,Best Buy Good to playREAD MORE,Positive
7483,Mind-blowing purchase Original product I recommend.READ MORE,Positive
7484,Awesome Some betterREAD MORE,Positive
7485,"Really Nice Good, original productREAD MORE",Positive
7486,Pretty good GoodREAD MORE,Positive
7487,Terrific Good productREAD MORE,Positive
7488,Worth the money Good productREAD MORE,Positive
7489,Just wow! Supper duperREAD MORE,Positive
7490,Fair Seem to genuine ones..READ MORE,Positive
7491,Not good Good product and serviceREAD MORE,Positive
7492,Great product Best Deal on proven product.READ MORE,Positive
7493,Did not meet expectations Thanks to flip cart for before expected deliveryREAD MORE,Positive
7494,Classy product Best one... worthy for moneyREAD MORE,Positive
7495,Great product Good but in the add  you have given mavis 350 1/2 Doz +3. Where is+3?READ MORE,Positive
7496,Excellent Best product.....no need to confuse....just buy it....READ MORE,Positive
7497,Best in the market! Fast deliveryOriginal productReasonable priceREAD MORE,Positive
7498,"Terrific purchase he say first 620 , and amount take 700READ MORE",Positive
7499,Good choice Nice productREAD MORE,Positive
7500,Very nice shuttle GoodREAD MORE,Neutral
7501,Very Good Good produtREAD MORE,Negative
7502,Great product Its good in flipkart as its easy to order any thing.READ MORE,Positive
7503,"Mind-blowing purchase Worst product, wrong item sendREAD MORE",Negative
7504,Great product It was delivered before time thanksREAD MORE,Positive
7505,Nic Good quality productsREAD MORE,Positive
7506,Highly recommended Nice product ....I am really happy thanku FlipkartREAD MORE,Positive
7507,Perfect product! Nice productREAD MORE,Positive
7508,Mind-blowing purchase Not looking genuineREAD MORE,Positive
7509,Simply awesome Nice productREAD MORE,Positive
7510,Best in the market! Very nice shuttleREAD MORE,Positive
7511,Worth the money Best quality for tis rateREAD MORE,Positive
7512,Worth the money Best quality 👍👍READ MORE,Positive
7513,Great product Good product.READ MORE,Positive
7514,Good choice We play badminton on tar road. This shuttle is very durable and lasts a week on the road. Previously we used to use mavi2000i that used to spoil in 2 days.READ MORE,Positive
7515,Value-for-money SuperbREAD MORE,Positive
7516,Awesome Good shuttles and affordable priceREAD MORE,Positive
7517,Original Super quality good productREAD MORE,Positive
7518,Excellent Great quality!!READ MORE,Positive
7519,Wonderful One of the best shuttlecock ever usedMust buy for everyoneREAD MORE,Positive
7520,Terrific It's great experience to buying yonex 350 from flipkart .flipkart five awesome offersREAD MORE,Positive
7521,Best in the market! Good productREAD MORE,Positive
7522,Worst experience ever! Good productREAD MORE,Positive
7523,"Does the job Good product ,I think it's original brandREAD MORE",Positive
7524,Fabulous! Product is good but price lil high. Waiting for sale season.READ MORE,Positive
7525,Perfect product! Nice shuttle. Thanks Flipkart for good packing and timely delivery.READ MORE,Positive
7526,Terrible product Best qualityREAD MORE,Positive
7527,Nice product It's was totally original mavish 350 thanks a lotREAD MORE,Positive
7528,Excellent Good qualityREAD MORE,Positive
7529,Must buy! Good  productREAD MORE,Positive
7530,Great product GoodREAD MORE,Positive
7531,Not good Best from FlipkartREAD MORE,Positive
7532,Utterly Disappointed Received a completely different item of cheap quality.READ MORE,Negative
7533,Does the job AverageREAD MORE,Neutral
7534,Useless product Best hai bro...READ MORE,Positive
7535,Super! Best shuttle fr outdoor.   . I love itREAD MORE,Positive
7536,Value-for-money This is  an imitation of original mavis 350.I have been playing with mavis for 10 yrs now.READ MORE,Negative
7537,Terrific purchase Good for indoors!READ MORE,Positive
7538,Awesome This product is good and dilevery boy also good.........READ MORE,Positive
7539,Really Nice Product as expected and displayed.... ThankyouREAD MORE,Positive
7540,Terrific Best in Quality.READ MORE,Positive
7541,Brilliant Quality is poor.  Few are not good at beginning.READ MORE,Negative
7542,Great product Very disgusting product .READ MORE,Negative
7543,Does the job GoodREAD MORE,Neutral
7544,Really Nice Poor qualityREAD MORE,Negative
7545,Good choice Good productREAD MORE,Positive
7546,Simply awesome NicREAD MORE,Positive
7547,Absolute rubbish! Very good productREAD MORE,Positive
7548,Classy product SolidREAD MORE,Positive
7549,Excellent GoodREAD MORE,Positive
7550,Classy product ee recived the orginal one nice..READ MORE,Positive
7551,Perfect product! GoodREAD MORE,Positive
7552,Classy product Good product by yonexREAD MORE,Positive
7553,Not good Not badREAD MORE,Neutral
7554,Awesome Nice productREAD MORE,Positive
7555,Highly recommended Good qualityREAD MORE,Positive
7556,Excellent Nice productREAD MORE,Positive
7557,Terrific purchase Best shuttleREAD MORE,Negative
7558,Perfect product! Nice priceREAD MORE,Positive
7559,Waste of money! Great productREAD MORE,Positive
7560,Good quality product Nice and genuine productREAD MORE,Positive
7561,Classy product Good product but rate is highREAD MORE,Positive
7562,Best in the market! SatisfiedREAD MORE,Positive
7563,Excellent Default product delivered by your companyREAD MORE,Negative
7564,Did not meet expectations GoodREAD MORE,Positive
7565,Very Good SuperREAD MORE,Positive
7566,Good Great..READ MORE,Positive
7567,Just okay ideal for beginner and intermediate level players. Lasts longer.READ MORE,Positive
7568,Good OkREAD MORE,Positive
7569,Worth the money Bad qualityREAD MORE,Negative
7570,Not good Nice Product...READ MORE,Positive
7571,Classy product Good qualityREAD MORE,Positive
7572,Wonderful Good.READ MORE,Positive
7573,Good Gud productREAD MORE,Positive
7574,Brilliant Not so good...very poor quality.READ MORE,Negative
7575,Just wow! Good productBut doesn't have life for long time 🤣🤣READ MORE,Positive
7576,Wonderful very bad qualityREAD MORE,Neutral
7577,Just wow! Gud to playREAD MORE,Neutral
7578,Terrific Using the 1st out of 6 shuttles. So far so goodREAD MORE,Neutral
7579,Its ok Good productREAD MORE,Positive
7580,Perfect product! Few shuttles are not good.READ MORE,Negative
7581,Awesome It came very soon I really appreciateREAD MORE,Positive
7582,Wonderful BestREAD MORE,Positive
7583,Pretty good Nice durabilityREAD MORE,Positive
7584,Delightful Best shuttle in good priceREAD MORE,Positive
7585,Value-for-money The product was well packed n contained Mavis 350 shuttles only n were brand new. Delivered with 24 hours. Happy with the purchaseREAD MORE,Positive
7586,Nice Nice very good productREAD MORE,Positive
7587,Really Nice Good packing and delivery. Product original and Yonex 350 always better to buy  for senior playersREAD MORE,Positive
7588,"Fabulous! Fast delivery, good packing and 100% originalREAD MORE",Positive
7589,Great product Not badREAD MORE,Neutral
