,Review Title,Up Votes,Down Votes,Month,Review text,Ratings,Year,Sentiment
7904,Just okay,0.0,0.0,Oct,Costly.. quality is okayREAD MORE,3,2017,Neutral
7905,Worth the money,0.0,0.0,Oct,GoodREAD MORE,5,2017,Positive
7906,Nice,0.0,0.0,Oct,AvarageREAD MORE,3,2017,Neutral
7907,Very poor,0.0,0.0,Oct,Worst product....Dont buy from flifkartREAD MORE,1,2017,Negative
7908,Decent product,0.0,0.0,Oct,Best option to purchase with least priceREAD MORE,5,2017,Positive
7909,Excellent,0.0,0.0,Oct,GoodREAD MORE,5,2017,Positive
7910,Wonderful,0.0,0.0,Oct,Not so much good... ! Kamchalao ......READ MORE,3,2017,Neutral
7911,Awesome,0.0,0.0,Oct,goodREAD MORE,4,2017,Positive
7912,Wonderful,0.0,0.0,Oct,GoodREAD MORE,5,2017,Positive
7913,Mind-blowing purchase,0.0,0.0,Oct,Worst product Dont buyREAD MORE,1,2017,Negative
7914,Wonderful,0.0,0.0,Oct,nice bt deadly slowREAD MORE,5,2017,Positive
7915,Just wow!,0.0,0.0,Oct,GoodREAD MORE,4,2017,Positive
7916,Slightly disappointed,0.0,0.0,Oct,"Except packing of Flipkart, everything is goodREAD MORE",5,2017,Positive
7917,Value-for-money,0.0,0.0,Oct,"Full Bawkbass, waste of money, cant use after playing for 2 hours.READ MORE",4,2017,Positive
7918,Delightful,0.0,0.0,Oct,Too much time taken for delivery otherwise product is excellentREAD MORE,3,2017,Neutral
7919,Must buy!,0.0,0.0,Oct,"Good quality product.Thanks to Ekart,Courier boy and Flipkart for giving this in time.READ MORE",5,2017,Positive
7920,Awesome,0.0,0.0,Oct,GoodREAD MORE,4,2017,Positive
7921,Very Good,0.0,0.0,Oct,Good qualityREAD MORE,5,2017,Positive
7922,Hated it!,0.0,0.0,Oct,Very glamorous shuttles... Thanxx flipkartREAD MORE,5,2017,Positive
7923,Terrific,0.0,0.0,Oct,Awesome quality....READ MORE,5,2017,Positive
7924,Really Nice,0.0,0.0,Oct,GoodREAD MORE,5,2017,Positive
7925,Awesome,0.0,0.0,Oct,GoodREAD MORE,5,2017,Positive
7926,Terrific,0.0,0.0,Oct,Not happy with the shuttle s and looks duplicte shuttleREAD MORE,2,2017,Negative
7927,Fabulous!,0.0,0.0,Oct,I  happy with these shuttlesREAD MORE,4,2017,Positive
7928,Perfect product!,0.0,0.0,Oct,Delivered promptly. Good qualityREAD MORE,4,2017,Positive
7929,Just wow!,0.0,0.0,Oct,Orginal productREAD MORE,5,2017,Positive
7930,Classy product,0.0,0.0,Oct,Awesome product and right time deliveryREAD MORE,4,2017,Positive
7931,Just wow!,0.0,0.0,Oct,Product was as expectedREAD MORE,4,2017,Positive
7932,Brilliant,0.0,0.0,Oct,Old itemREAD MORE,1,2017,Negative
7933,Brilliant,0.0,0.0,Oct,Original Yonex shuttles. excellent flight.READ MORE,5,2017,Positive
7934,Hated it!,0.0,0.0,Oct,Super..READ MORE,3,2017,Neutral
7935,Fabulous!,0.0,0.0,Oct,Got the Product On Time and it is of best quality. :)READ MORE,5,2017,Positive
7936,Terrific,0.0,0.0,Oct,ExcellentREAD MORE,5,2017,Positive
7937,Value-for-money,0.0,0.0,Oct,ThanksREAD MORE,5,2017,Positive
7938,Moderate,0.0,0.0,Oct,GoodREAD MORE,4,2017,Positive
7939,Awesome,0.0,0.0,Oct,Good and genuine .READ MORE,5,2017,Positive
7940,Brilliant,0.0,0.0,Oct,Amazing at 536 rupeeREAD MORE,5,2017,Positive
7941,Terrible product,0.0,0.0,Oct,Very nice productREAD MORE,5,2017,Positive
7942,Just wow!,0.0,0.0,Oct,ExcellentREAD MORE,5,2017,Positive
7943,Good choice,0.0,0.0,Oct,Very good quality product...the shuttle just doesnt gives up howsomuch you beat it...sturdy enough.READ MORE,5,2017,Positive
7944,Simply awesome,0.0,0.0,Oct,quality not good..READ MORE,1,2017,Negative
7945,Delightful,0.0,0.0,Oct,GoodREAD MORE,5,2017,Positive
7946,Pretty good,0.0,0.0,Oct,I must say ... delivery time is perfect in every aspect..u delivered two of my product that too and different states...u really deserve these starsREAD MORE,5,2017,Positive
7947,Excellent,0.0,0.0,Oct,Nice1READ MORE,4,2017,Positive
7948,Very poor,0.0,0.0,Oct,"Am not sure if it was original shuttles, the green sticker that holds the cork skin was just getting cut in all. Never had seen such so far...READ MORE",2,2017,Negative
7949,Just okay,0.0,0.0,Oct,GoodREAD MORE,5,2017,Positive
7950,Utterly Disappointed,0.0,0.0,Oct,GoodREAD MORE,5,2017,Positive
7951,Must buy!,0.0,0.0,Oct,It is not original poor qualityREAD MORE,1,2017,Negative
7952,Not recommended at all,0.0,0.0,Oct,GoodREAD MORE,5,2017,Positive
7953,Perfect product!,0.0,0.0,Oct,good quality appreciated thnksREAD MORE,4,2017,Positive
7954,Nice product,0.0,0.0,Oct,ExcellentREAD MORE,5,2017,Positive
7955,Worth the money,0.0,0.0,Oct,"Poor quality, no use for intermediate n advance d players.READ MORE",4,2017,Positive
7956,Fabulous!,0.0,0.0,Oct,Good productREAD MORE,4,2017,Positive
7957,Worth every penny,0.0,0.0,Oct,Great product at less price thank you flipkart ....READ MORE,5,2017,Positive
7958,Terrific purchase,0.0,0.0,Oct,Price too high.READ MORE,1,2017,Negative
7959,Nice product,0.0,0.0,Oct,FineREAD MORE,3,2017,Neutral
7960,Super!,0.0,0.0,Oct,Packing was not goodREAD MORE,1,2017,Negative
7961,Super!,0.0,0.0,Oct,Please rate very to mach.. products very goodREAD MORE,5,2017,Positive
7962,Wonderful,0.0,0.0,Oct,Not balancedREAD MORE,1,2017,Negative
7963,Mind-blowing purchase,0.0,0.0,Oct,BestREAD MORE,5,2017,Positive
7964,Nice product,0.0,0.0,Oct,Good product.READ MORE,4,2017,Positive
7965,Perfect product!,0.0,0.0,Oct,It's goodREAD MORE,4,2017,Positive
7966,Fabulous!,0.0,0.0,Oct,Best priceREAD MORE,5,2017,Positive
7967,Pretty good,0.0,0.0,Oct,"Good quality, good delivery service. Keep it up.READ MORE",5,2017,Positive
7968,Excellent,0.0,0.0,Oct,Best shuttle..READ MORE,5,2017,Positive
7969,Perfect product!,0.0,0.0,Oct,Authentic...go for it I have  got it for only 521...thanks flipkartREAD MORE,4,2017,Positive
7970,Brilliant,0.0,0.0,Oct,Good shuttlesREAD MORE,5,2017,Positive
7971,Great product,0.0,0.0,Oct,It's a good productREAD MORE,5,2017,Positive
7972,Low quality product,0.0,0.0,Oct,Good Prodict bt price is the same in retailshops alsoREAD MORE,4,2017,Positive
7973,Good quality product,0.0,0.0,Oct,Very gpod shuttleREAD MORE,5,2017,Positive
7974,Excellent,0.0,0.0,Oct,NICEREAD MORE,4,2017,Positive
7975,Value-for-money,0.0,0.0,Oct,Good quality original from yonex. I was worried if it comes in white but hopefully they sent me nylon yellow. Thanks will purchase again for Rs.679/-READ MORE,5,2017,Positive
7976,Value-for-money,0.0,0.0,Oct,Very niceREAD MORE,5,2017,Positive
7977,Just wow!,0.0,0.0,Oct,It's a genuine product ......and delivery is very fast ...thnx to F cart ....READ MORE,4,2017,Positive
7978,Mind-blowing purchase,0.0,0.0,Oct,Quality is good but are very expensive.READ MORE,5,2017,Positive
7979,Must buy!,0.0,0.0,Oct,Good experienceREAD MORE,5,2017,Positive
7980,Fabulous!,0.0,0.0,Oct,product is 100% original. delivered fastly than promised date and paking is in good condition for both i am so happy...READ MORE,5,2017,Positive
7981,Perfect product!,0.0,0.0,Oct,Perfect for professional playersREAD MORE,5,2017,Positive
7982,Worth every penny,0.0,0.0,Oct,Shuttle quality is not good.READ MORE,1,2017,Negative
7983,Mind-blowing purchase,0.0,0.0,Oct,GoodREAD MORE,5,2017,Positive
7984,Wonderful,0.0,0.0,Sep,I was delivered Mavis 350 green cap just as the product page said. It's a medium speed shuttle which I would recommend for beginners to intermediates.READ MORE,5,2017,Positive
7985,Just wow!,0.0,0.0,Sep,Good qualityREAD MORE,4,2017,Positive
7986,Wonderful,0.0,0.0,Sep,Nice productREAD MORE,4,2017,Positive
7987,Value-for-money,0.0,0.0,Sep,It's worthy Excellent piece of cockspurThank to the FlipkartREAD MORE,5,2017,Positive
7988,Terrific purchase,0.0,0.0,Sep,Stable shuttleREAD MORE,5,2017,Positive
7989,Best in the market!,0.0,0.0,Sep,SUPERREAD MORE,5,2017,Positive
7990,Pretty good,0.0,0.0,Sep,Durability...very goodREAD MORE,5,2017,Positive
7991,Worth the money,0.0,0.0,Sep,Awesome as always! Yonex rocks! 👍👍READ MORE,5,2017,Positive
7992,Absolute rubbish!,0.0,1.0,Sep,Nice one ........Can getREAD MORE,5,2017,Positive
7993,Delightful,0.0,0.0,Sep,NiceREAD MORE,5,2017,Positive
7994,Highly recommended,0.0,0.0,Sep,Best in quality...good air time and light weight...also lasting well...loved it...READ MORE,5,2017,Positive
7995,Mind-blowing purchase,0.0,0.0,Sep,Very nice productREAD MORE,5,2017,Positive
7996,Could be way better,0.0,0.0,Sep,"Nice shuttle.speed is also fine ,you can also go fr it if are getting it below 700.READ MORE",4,2017,Positive
7997,Wonderful,0.0,0.0,Sep,Good but in every packet there is always a defective piece.. perhaps company policyREAD MORE,4,2017,Positive
7998,Good choice,0.0,0.0,Sep,Nice quality and came before timeREAD MORE,5,2017,Positive
7999,Value-for-money,0.0,0.0,Sep,One of best shuttle...READ MORE,5,2017,Positive
8000,Worth every penny,0.0,0.0,Sep,Good oneREAD MORE,4,2017,Positive
8001,Super!,0.0,0.0,Sep,GoodREAD MORE,4,2017,Positive
8002,Simply awesome,0.0,0.0,Sep,"Dont buy products in flipkart, they are not gave any updates regarding product informationREAD MORE",1,2017,Negative
8003,Just wow!,0.0,0.0,Sep,Good productREAD MORE,4,2017,Positive
8004,Just okay,0.0,0.0,Sep,Nice shuttle gud packingREAD MORE,5,2017,Positive
8005,Perfect product!,0.0,0.0,Sep,Best product. On time delivery. Original product.READ MORE,5,2017,Positive
8006,Terrific purchase,0.0,0.0,Sep,FineREAD MORE,2,2017,Negative
8007,Awesome,0.0,0.0,Sep,Nice box nice priceREAD MORE,5,2017,Positive
8008,Brilliant,0.0,0.0,Sep,Nice productREAD MORE,4,2017,Positive
8009,Really Nice,0.0,0.0,Sep,Shuttle are nice thumps upREAD MORE,4,2017,Positive
8010,Terrific,0.0,0.0,Sep,best one in its class. Lucky to get itREAD MORE,5,2017,Positive
8011,Does the job,0.0,0.0,Sep,Nice flight of shuttleREAD MORE,5,2017,Positive
8012,Good choice,0.0,0.0,Sep,GoodREAD MORE,5,2017,Positive
8013,Nice,0.0,0.0,Sep,Good productREAD MORE,5,2017,Positive
8014,Worth the money,0.0,0.0,Sep,Long time period to delivery otherwise perfect itemREAD MORE,3,2017,Neutral
8015,Fair,0.0,0.0,Sep,Best shuttleREAD MORE,5,2017,Positive
8016,Highly recommended,0.0,0.0,Sep,Awesome it seems shuttle will last for everREAD MORE,5,2017,Positive
8017,Nice product,0.0,0.0,Sep,GreatREAD MORE,5,2017,Positive
8018,Good,0.0,0.0,Sep,GoodREAD MORE,5,2017,Positive
8019,Wonderful,0.0,0.0,Sep,It's come with good prize. Super quality.READ MORE,4,2017,Positive
8020,Awesome,0.0,0.0,Sep,Quality was good and product was genuineREAD MORE,5,2017,Positive
8021,Good quality product,0.0,0.0,Sep,AwesomeREAD MORE,3,2017,Neutral
8022,Wonderful,0.0,0.0,Sep,Good product and fast service from FlipkartREAD MORE,4,2017,Positive
8023,Mind-blowing purchase,0.0,0.0,Sep,Good but no better qualityREAD MORE,3,2017,Neutral
8024,Fabulous!,0.0,0.0,Sep,Good for indoor gameREAD MORE,4,2017,Positive
8025,Nice,0.0,0.0,Sep,I recived my product Mavis350 shuttels early but prduct was damagedREAD MORE,3,2017,Neutral
8026,Good choice,0.0,0.0,Sep,ExcellentREAD MORE,5,2017,Positive
8027,Terrific purchase,0.0,0.0,Sep,Good buy. Can be 5 star but the tip of the shuttle doesn't lasts long. Otherwise it's greatREAD MORE,4,2017,Positive
8028,Awesome,0.0,0.0,Sep,"Very good,, up to expectationsREAD MORE",4,2017,Positive
8029,Fabulous!,0.0,0.0,Sep,AmazingREAD MORE,4,2017,Positive
8030,Pretty good,0.0,0.0,Sep,Reasonable priceREAD MORE,5,2017,Positive
8031,Terrific,0.0,0.0,Sep,Good productREAD MORE,4,2017,Positive
8032,Just wow!,0.0,0.0,Sep,Good to play. Worthy productREAD MORE,4,2017,Positive
8033,Brilliant,0.0,0.0,Sep,very bad qualityREAD MORE,5,2017,Positive
8034,Value-for-money,0.0,0.0,Sep,Good qualityREAD MORE,5,2017,Positive
8035,Brilliant,0.0,0.0,Sep,Good oneREAD MORE,3,2017,Neutral
8036,Classy product,0.0,0.0,Sep,Good quality and nice weight so buy without worry.READ MORE,4,2017,Positive
8037,Must buy!,0.0,0.0,Sep,Good product. Better than Mavis 10.READ MORE,5,2017,Positive
8038,Best in the market!,0.0,0.0,Sep,Yonex mavisgood products badmintonREAD MORE,5,2017,Positive
8039,Does the job,0.0,0.0,Sep,GoodREAD MORE,5,2017,Positive
8040,Value-for-money,0.0,0.0,Sep,Packing was not up to mark.READ MORE,4,2017,Positive
8041,Good choice,0.0,0.0,Sep,Nice product it's flight is really very nice. It's delivery time was also very good it came before 1 day dayREAD MORE,5,2017,Positive
8042,Perfect product!,0.0,0.0,Sep,Awesome product and delivery services also goodREAD MORE,5,2017,Positive
8043,Nice product,0.0,0.0,Sep,Very gud product got very low price below Rs.650READ MORE,5,2017,Positive
8044,Just wow!,0.0,0.0,Sep,A nice productREAD MORE,4,2017,Positive
8045,Superb,0.0,0.0,Sep,Met the expectations 👌👌READ MORE,5,2017,Positive
8046,Very Good,0.0,0.0,Sep,good quality of shuttlesREAD MORE,5,2017,Positive
8047,Good quality product,0.0,0.0,Sep,GoodREAD MORE,5,2017,Positive
8048,Good choice,0.0,0.0,Sep,Nice productREAD MORE,5,2017,Positive
8049,Slightly disappointed,0.0,1.0,Sep,Great stuff !!READ MORE,3,2017,Neutral
8050,Really Nice,0.0,0.0,Sep,Nice qualityREAD MORE,4,2017,Positive
8051,Wonderful,0.0,0.0,Sep,Some of shuttle were broken within 2 days usageREAD MORE,4,2017,Positive
8052,Terrific purchase,0.0,0.0,Sep,OkREAD MORE,5,2017,Positive
8053,Great product,0.0,0.0,Sep,Nice productREAD MORE,4,2017,Positive
8054,Mind-blowing purchase,0.0,0.0,Sep,Best.........READ MORE,5,2017,Positive
8055,Best in the market!,0.0,0.0,Sep,Good oneREAD MORE,5,2017,Positive
8056,Wonderful,0.0,0.0,Sep,Good quality productREAD MORE,4,2017,Positive
8057,Wonderful,0.0,0.0,Sep,Well packed! Received in a good condition!READ MORE,4,2017,Positive
8058,Wonderful,0.0,0.0,Sep,SuperREAD MORE,4,2017,Positive
8059,Highly recommended,0.0,0.0,Sep,Ok productREAD MORE,2,2017,Negative
8060,Great product at reasonable price,0.0,0.0,Sep,NiceREAD MORE,4,2017,Positive
8061,Value-for-money,0.0,0.0,Sep,Good n betterREAD MORE,5,2017,Positive
8062,Simply awesome,0.0,0.0,Sep,Original product with best priceREAD MORE,5,2017,Positive
8063,Mind-blowing purchase,0.0,0.0,Sep,Good n genuine productREAD MORE,5,2017,Positive
8064,Very Good,0.0,0.0,Sep,Vry gud productREAD MORE,5,2017,Positive
8065,Terrific,0.0,0.0,Sep,Awesome product..and on time delivery adds valueREAD MORE,5,2017,Positive
8066,Perfect product!,0.0,0.0,Sep,Received as mentioned in good conditionREAD MORE,4,2017,Positive
8067,Wonderful,0.0,0.0,Sep,Original very good product at this priceREAD MORE,4,2017,Positive
8068,Just okay,0.0,0.0,Sep,GreatREAD MORE,5,2017,Positive
8069,Just wow!,0.0,0.0,Sep,Very good shuttlesREAD MORE,5,2017,Positive
8070,Good,0.0,0.0,Sep,This product is pretty good at reasonable price.READ MORE,5,2017,Positive
8071,Delightful,0.0,0.0,Sep,NiceREAD MORE,4,2017,Positive
8072,Terrific,0.0,0.0,Sep,Its genuine. Nothing more need to say.READ MORE,5,2017,Positive
8073,Must buy!,0.0,0.0,Sep,niceREAD MORE,5,2017,Positive
8074,Nice,0.0,0.0,Sep,NycREAD MORE,4,2017,Positive
8075,Excellent,0.0,0.0,Sep,Nice productREAD MORE,5,2017,Positive
8076,Great product,0.0,0.0,Sep,Very good productREAD MORE,5,2017,Positive
8077,Awesome,0.0,0.0,Sep,Best qualityREAD MORE,4,2017,Positive
8078,Perfect product!,0.0,0.0,Sep,Good productREAD MORE,3,2017,Neutral
8079,Highly recommended,0.0,0.0,Sep,Shuttle is goodREAD MORE,5,2017,Positive
8080,Excellent,0.0,0.0,Sep,Nice productREAD MORE,3,2017,Neutral
8081,Simply awesome,0.0,0.0,Sep,Nice productREAD MORE,4,2017,Positive
8082,Terrific purchase,0.0,0.0,Sep,Good.READ MORE,5,2017,Positive
8083,Good product,0.0,0.0,Sep,Im very happy that. I got the yonex mavis 350 shuttles today only. Because i had ordered today and i got it today.READ MORE,5,2017,Positive
8084,Nice,0.0,0.0,Sep,Not bad... delivered on timeREAD MORE,3,2017,Neutral
8085,Super!,0.0,0.0,Sep,Good qualityREAD MORE,5,2017,Positive
8086,Really Nice,0.0,0.0,Sep,GoodREAD MORE,5,2017,Positive
8087,Terrific,0.0,0.0,Sep,Nice productREAD MORE,5,2017,Positive
8088,Excellent,0.0,0.0,Sep,GoodREAD MORE,5,2017,Positive
8089,Highly recommended,0.0,0.0,Sep,super quality and durable shuttle from yonex. Quick delivery by Flipkart what else i needREAD MORE,5,2017,Positive
8090,Wonderful,0.0,0.0,Sep,Nice productREAD MORE,5,2017,Positive
8091,Fabulous!,0.0,0.0,Sep,It is a nice productREAD MORE,5,2017,Positive
8092,Must buy!,0.0,0.0,Sep,Nice productREAD MORE,5,2017,Positive
8093,Good choice,0.0,0.0,Sep,Not extremely durable. But a good product nonetheless.READ MORE,4,2017,Positive
8094,Fair,0.0,0.0,Sep,"I am not happy that, product look like not genuine. The outside box is very low quality and they have cheated me that they have delivered only three boxes instead of four boxes. I am so unhappy about thidREAD MORE",3,2017,Neutral
8095,Best in the market!,0.0,0.0,Sep,Delivered before time with nice packaging. Happy!READ MORE,5,2017,Positive
8096,Awesome,0.0,0.0,Sep,gud shuttle .........READ MORE,3,2017,Neutral
8097,Really Nice,0.0,0.0,Sep,Good shuttle boxREAD MORE,5,2017,Positive
8098,Worth every penny,0.0,0.0,Sep,NiceREAD MORE,5,2017,Positive
8099,Good choice,0.0,0.0,Sep,Awesome productREAD MORE,5,2017,Positive
8100,Best in the market!,0.0,0.0,Sep,Always goodREAD MORE,5,2017,Positive
8101,Highly recommended,0.0,0.0,Sep,Good qualityREAD MORE,5,2017,Positive
8102,Perfect product!,0.0,0.0,Sep,Nice ProductREAD MORE,5,2017,Positive
8103,Nice product,0.0,0.0,Sep,over priced shuttles coz of no competition  from other brands in terms of shuttle flight and quality .READ MORE,4,2017,Positive
8104,Superb!!!,0.0,0.0,Sep,"The pack was a little crushed when the product was delivered. Otherwise the product was faring better.The product was delivered on the promised date, so I am happy on that regard.READ MORE",3,2017,Neutral
8105,Mind-blowing purchase,0.0,0.0,Sep,Good quality and prompt deliveryREAD MORE,5,2017,Positive
8106,Must buy!,0.0,0.0,Sep,Great productREAD MORE,5,2017,Positive
8107,Must buy!,0.0,0.0,Sep,Nice product. Very good in quality.READ MORE,4,2017,Positive
8108,Simply awesome,0.0,0.0,Sep,NiceREAD MORE,5,2017,Positive
8109,Super!,0.0,0.0,Sep,I give 4* only for its quick delivery. Its look like original but not sure of its quality. After when use it then ll be get about it. I think it's cheap..READ MORE,4,2017,Positive
8110,Value-for-money,0.0,0.0,Sep,Good product as expected..!!READ MORE,5,2017,Positive
8111,Brilliant,0.0,0.0,Sep,NiceREAD MORE,5,2017,Positive
8112,Worth the money,0.0,0.0,Sep,The product was delivered on time and was original yonex. Happy with the quality of shuttles. I got what I orderedREAD MORE,5,2017,Positive
8113,Highly recommended,0.0,0.0,Sep,Super nice packREAD MORE,5,2017,Positive
8114,Awesome,0.0,0.0,Sep,Best buyREAD MORE,5,2017,Positive
8115,Terrific purchase,0.0,0.0,Sep,goodREAD MORE,5,2017,Positive
8116,Fabulous!,0.0,0.0,Sep,Good one..READ MORE,5,2017,Positive
8117,Terrific purchase,0.0,0.0,Sep,Good quality...👌READ MORE,5,2017,Positive
8118,Mind-blowing purchase,0.0,0.0,Sep,The product quality was very good.READ MORE,5,2017,Positive
8119,Mind-blowing purchase,0.0,0.0,Sep,Nice productREAD MORE,5,2017,Positive
8120,Worth every penny,0.0,0.0,Sep,Best quatity yonex m350. Very fast delivery. Ordered on Sunday got it on Monday.READ MORE,4,2017,Positive
8121,Just wow!,0.0,0.0,Sep,Best price and quality of productREAD MORE,5,2017,Positive
8122,Worth every penny,0.0,0.0,Sep,Got the genuine product.READ MORE,4,2017,Positive
8123,Great shuttles,0.0,0.0,Sep,Good productREAD MORE,5,2017,Positive
8124,Great product,0.0,0.0,Sep,Excellent productREAD MORE,5,2017,Positive
8125,Great product,0.0,0.0,Sep,Nice go for itREAD MORE,4,2017,Positive
8126,Very Good,0.0,0.0,Sep,Nice productREAD MORE,5,2017,Positive
8127,Pretty good,0.0,0.0,Aug,Good value for moneyREAD MORE,5,2017,Positive
8128,Terrible product,0.0,0.0,Aug,Good productREAD MORE,5,2017,Positive
8129,Wonderful,0.0,0.0,Aug,"Thanks your seller ,who gave me packed box of shutte ....It's really genioun productREAD MORE",5,2017,Positive
8130,Really Nice,0.0,0.0,Aug,Its original and good to playREAD MORE,5,2017,Positive
8131,Worth the money,0.0,0.0,Aug,Nice product..READ MORE,5,2017,Positive
8132,Terrific purchase,0.0,0.0,Aug,SuperREAD MORE,5,2017,Positive
8133,Good,0.0,0.0,Aug,Good onesREAD MORE,5,2017,Positive
8134,Terrific purchase,0.0,0.0,Aug,GoodREAD MORE,5,2017,Positive
8135,Highly recommended,0.0,0.0,Aug,Nice productREAD MORE,5,2017,Positive
8136,Pretty good,0.0,0.0,Aug,"Good quality, but got just delayed in shipping the productREAD MORE",4,2017,Positive
8137,Fair,0.0,0.0,Aug,Not value for money ...better to buy in local sports storeREAD MORE,4,2017,Positive
8138,Great product,0.0,0.0,Aug,very bad quality 👎👎👎👎👎👎👎👎👎👎READ MORE,1,2017,Negative
8139,Terrific purchase,0.0,0.0,Aug,Flipkart do always best nice and geniune product 10 out of 10 flipkart thanks.....READ MORE,5,2017,Positive
8140,Decent product,0.0,0.0,Aug,TopnotchREAD MORE,4,2017,Positive
8141,Brilliant,0.0,0.0,Aug,Good product by flipkartREAD MORE,4,2017,Positive
8142,Just wow!,0.0,0.0,Aug,Thisproduct is veryhelpful in this servicesREAD MORE,5,2017,Positive
8143,Best in the market!,0.0,0.0,Aug,The product is good but the delivery was not good the box was completely flatten...READ MORE,4,2017,Positive
8144,Classy product,0.0,0.0,Aug,SuperbREAD MORE,5,2017,Positive
8145,Nice,0.0,0.0,Aug,gudREAD MORE,5,2017,Positive
8146,Super!,0.0,0.0,Aug,NiceREAD MORE,4,2017,Positive
8147,Good choice,0.0,0.0,Aug,not much durableREAD MORE,3,2017,Neutral
8148,Waste of money!,0.0,0.0,Aug,Thanks flipkart for good quality productsREAD MORE,5,2017,Positive
8149,Classy product,0.0,0.0,Aug,Nice to buyREAD MORE,5,2017,Positive
8150,Brilliant,0.0,0.0,Aug,No doubt Mavis 350 is good.  But the seller sent Mavis 10 instead and I had to return and replace it.  Not sure if it was intentional.READ MORE,3,2017,Neutral
8151,Simply awesome,0.0,0.0,Aug,excellentREAD MORE,5,2017,Positive
8152,Nice product,0.0,0.0,Aug,Good productREAD MORE,5,2017,Positive
8153,Highly recommended,0.0,0.0,Aug,Good one..READ MORE,5,2017,Positive
8154,Terrific,0.0,0.0,Aug,It's much good.READ MORE,5,2017,Positive
8155,Wonderful,0.0,0.0,Aug,Good productREAD MORE,4,2017,Positive
8156,Mind-blowing purchase,0.0,0.0,Aug,quality is very good. thanks to seller for timely delivery.READ MORE,5,2017,Positive
8157,Value-for-money,0.0,0.0,Aug,Worthy productsREAD MORE,5,2017,Positive
8158,Wonderful,0.0,0.0,Aug,Very Nice Shuttle Specially At This Price UltimateREAD MORE,1,2017,Negative
8159,Does the job,0.0,0.0,Aug,Delivered in time. The product is as excpected.Thanks to fkartREAD MORE,5,2017,Positive
8160,Good choice,0.0,0.0,Aug,ExcellentREAD MORE,5,2017,Positive
8161,Terrific purchase,0.0,0.0,Aug,SuperbREAD MORE,5,2017,Positive
8162,Did not meet expectations,0.0,0.0,Aug,GoodREAD MORE,4,2017,Positive
8163,Really Nice,0.0,0.0,Aug,Super product..I got Rs 620READ MORE,5,2017,Positive
8164,Worth the money,0.0,0.0,Aug,Very goodREAD MORE,5,2017,Positive
8165,Perfect product!,0.0,0.0,Aug,Nice productI have received it on sunday and the product was in best condition the shuttlecock was very nice .READ MORE,5,2017,Positive
8166,Classy product,0.0,0.0,Aug,Good product at best price. Delivery by Flipkart is also good. Shuttle is of best quality as usual. Thanks Flipkart.READ MORE,5,2017,Positive
8167,Very Good,0.0,0.0,Aug,goodREAD MORE,4,2017,Positive
8168,Super!,0.0,0.0,Aug,Nice product.. Perfect for intermediate players...READ MORE,4,2017,Positive
8169,Delightful,0.0,0.0,Aug,Not bad it's avg.....READ MORE,3,2017,Neutral
8170,Really Nice,0.0,0.0,Aug,It was nice but 3 shuttles were cracked so they broked in 10 daysREAD MORE,5,2017,Positive
8171,Best in the market!,0.0,0.0,Aug,Value for money. Good delivery by FlipkartREAD MORE,5,2017,Positive
8172,Good quality product,0.0,0.0,Aug,GoodREAD MORE,1,2017,Negative
8173,Delightful,0.0,0.0,Aug,Good productREAD MORE,4,2017,Positive
8174,Just wow!,0.0,0.0,Aug,Good qualityREAD MORE,4,2017,Positive
8175,Worth the money,0.0,0.0,Aug,Long time work ingREAD MORE,5,2017,Positive
8176,Terrific purchase,0.0,0.0,Aug,NiceREAD MORE,5,2017,Positive
8177,Excellent,0.0,0.0,Aug,Very nice product. Super fast delivery.READ MORE,4,2017,Positive
8178,late delivery,0.0,0.0,Aug,Awesome job by flipcart........i m loving itREAD MORE,4,2017,Positive
8179,Terrific,0.0,0.0,Aug,Got it cheap but the shuttles are not lasting long. The green strip is coming off quickly and is causing the cork base to separate quickly.READ MORE,4,2017,Positive
8180,Excellent,0.0,0.0,Aug,Very good product nice...@READ MORE,5,2017,Positive
8181,Four Stars,0.0,0.0,Aug,nice oneREAD MORE,5,2017,Positive
8182,Good choice,0.0,0.0,Aug,Good ProductREAD MORE,4,2017,Positive
8183,Four Stars,0.0,0.0,Aug,"Nice product, go for it.READ MORE",4,2017,Positive
8184,Three Stars,0.0,0.0,Aug,Good for clubREAD MORE,5,2017,Positive
8185,Four Stars,0.0,0.0,Jul,Very goodREAD MORE,4,2017,Positive
8186,One Star,0.0,0.0,Jul,Amazing deal ... Thanks flipkart .. I bought it only in Rs 605/READ MORE,5,2017,Positive
8187,Super!,0.0,0.0,Jul,Good paking so fast ilike so muchREAD MORE,5,2017,Positive
8188,Four Stars,0.0,0.0,Jul,3 balls are worst conditionsREAD MORE,2,2017,Negative
8189,Expected a better product,0.0,0.0,Jul,SuperREAD MORE,5,2017,Positive
8190,Nice product,0.0,0.0,Jul,Original and lessprice .. HappyREAD MORE,5,2017,Positive
8191,Terrific,0.0,0.0,Jul,"One of the shuttle is not good ,the others are okayREAD MORE",4,2017,Positive
8192,Did not meet expectations,0.0,0.0,Jul,Excellent againREAD MORE,4,2017,Positive
8193,Decent product,0.0,0.0,Jul,GOOD FOR INTERMEDIATEREAD MORE,4,2017,Positive
8194,Fabulous!,0.0,0.0,Jul,This mavis 350 was not as good as the last one i used.READ MORE,3,2017,Neutral
